CapBac,CongTy,HanNopCV,ID,KinhNghiem,Link,LoaiHinh,Luong,MoTa,Nganh,PhucLoi,SoLuong,TenCV,TinhThanh,Web,YeuCau
Senior,"
                  Công ty cổ phần Vnext Software
                ",2023-11-29,IT_DV_54,3 năm,https://devwork.vn/viec-lam/11880/sap-basis-consultant,Full-time,30-40 triệu,"-Vận hành và quản lý hệ thống SAP cho khách hàng châu Âu,
-Điều tra và phân tích lỗi hệ thống,
-Viết tài liệu kiến trúc hệ thống, giải pháp,
-Nghiên cứu và triển khai các giải pháp tích hợp,
-Dự kiến có thể onsite 2 tháng tại văn phòng khách hàng để nghiên cứu hệ thống,
-Làm việc remote hoặc hybrid theo giờ làm việc của khách hàng.",IT,"Mức lương up to 2100$/tháng (chưa bao gồm thưởng dự án, thưởng lễ tết, và các khoản thưởng khác...);,
Thu nhập: 13 tháng lương/năm + thưởng dự án, thưởng Tết và các dịp lễ…;,
Xét tăng lương 2 lần/năm theo năng lực và hiệu quả công việc;,
Nghỉ thứ 7, Chủ nhật + Nghỉ phép theo Quy định của Pháp luật hiện hành;,
Được tham gia bảo hiểm xã hội, bảo hiểm y tế, bảo hiểm thất nghiệp theo Quy định của Pháp luật hiện hành và quy định công ty;,
Khám sức khỏe định kỳ 1 năm/1 lần;,
Bảo hiểm chăm sóc sức khỏe 24/24 ( PVI Care);,
Trợ cấp tiếng Nhật và các chứng chỉ IT liên quan (hình thức: khen thưởng, tăng lương...);,
Được tham gia các Câu lạc bộ của Công ty: CLB Bóng đá, các CLB Game…;,
Được tham gia các hoạt động tập thể sôi động của công ty: Nghỉ mát hàng năm, Teambuilding hàng quý, Gala cuối năm….,
Đặc biệt,
,
Được hỗ trợ 100% chi phí tham gia các khóa học kỹ năng mềm và các khóa đào tạo chuyên môn, luyện thi các chứng chỉ uy tín trong và ngoài nước;,
Cơ hội làm việc và đào tạo tại Nhật Bản với các ứng viên có tiếng Nhật;,
Làm việc trong môi trường chuyên nghiệp, được hỗ trợ phát huy khả năng, phát triển công việc tối đa.",1 người,"
                SAP BASIS CONSULTANT
              ","
                Hà Nội
              ",DevWork,"-Tốt nghiệp đại học chuyên ngành Hệ thống thông tin quản lý/ Lập trình CNTT,
-Có từ 3 năm kinh nghiệm triển khai hoặc vận hành hệ thống SAP S/4 Onpremise/Cloud,
-Có kinh nghiệm triển khai hạ tầng SAP on Cloud,
-Trình độ tiếng Anh giao tiếp (có thể trao đổi, làm việc với khách hàng),
-Có thể làm việc giờ hành chính theo khung giờ UTC +1/Central European Time (CET).,
Ưu tiên ứng viên:,
,
-Ưu tiên ứng viên có chứng chỉ chuyên môn SAP,
-Ưu tiên ứng viên có kỹ năng quản lý."
Middle,"
                  Công ty Cổ phần Phần mềm Devwork
                ",2023-11-26,IT_DV_55,3 năm,https://devwork.vn/viec-lam/11875/tester-be-onsite-pham-hung-_la,Full-time,15-20 triệu,"- Tham gia dự án phần mềm tại văn phòng KH.,
- Phạm vi công việc từ làm rõ yêu cầu của khách hàng, phát triển, kiểm thử, triển khai và vận hành hệ thống cho khách hàng.,
- Đảm bảo phát triển phần mềm đúng hạn, đúng quy trình và đảm bảo chất lượng.",IT,"- K thử việc , Nhận 100% lương ngay từ tháng đầu tiên,
- Thưởng kết nối: thưởng 3~10 triệu khi giới thiệu được bạn bè, người quen vào công ty.,
- 06 tháng đánh giá hiệu suất làm việc một lần, tương ứng với kì review lương dựa trên năng lực và hiệu suất làm việc.,
- Thưởng thâm niên, thưởng dự án, thưởng lương tháng 13, thưởng hiệu quả công việc vào cuối năm.,
- Trợ cấp thai sản cho nhân viên nữ.,
- Tham gia các hoạt động của công ty: teambuilding, du lịch, nghỉ dưỡng và các hoạt động khác.,
- Cơ hội onsite và làm việc với các khách hàng lớn, công nghệ tiên tiến, phát triển bản thân...,
- Cơ hội thăng tiến dựa trên năng lực tương ứng với tăng bậc và tăng lương tương xứng.,
- Được tham gia các khoá đào tạo kỹ năng mềm (tư duy logic, tư duy sáng tạo, kỹ năng giao tiếp, kỹ năng quản trị dự án, kỹ năng đàm phán…) và các lớp học tiếng Nhật, tiếng Anh",1 người,"
                Tester BE onsite Phạm Hùng _LA
              ","
                Hà Nội
              ",DevWork,"Có kinh nghiệm làm test BE, API, TGTT,
Có kinh nghiệm làm bank, Tài chính, chứng khoán, ví,... các dự án tối thiểu từ nửa năm trở lên,
Đọc hiểu tài liệu tiếng Anh,
Có tối thiểu từ 3 năm kinh nghiệm tester, 1 năm kinh nghiệm liên quan"
Middle,"
                  Công ty Cổ phần Phần mềm Devwork
                ",2023-11-25,IT_DV_56,3 năm,https://devwork.vn/viec-lam/11874/tester-mobile-app-onsite-pham-hung_la,Full-time,15-20 triệu,"- Tham gia dự án phần mềm tại văn phòng KH.,
- Phạm vi công việc từ làm rõ yêu cầu của khách hàng, phát triển, kiểm thử, triển khai và vận hành hệ thống cho khách hàng.,
- Đảm bảo phát triển phần mềm đúng hạn, đúng quy trình và đảm bảo chất lượng.",IT,"- K thử việc , Nhận 100% lương ngay từ tháng đầu tiên,
- Thưởng kết nối: thưởng 3~10 triệu khi giới thiệu được bạn bè, người quen vào công ty.,
- 06 tháng đánh giá hiệu suất làm việc một lần, tương ứng với kì review lương dựa trên năng lực và hiệu suất làm việc.,
- Thưởng thâm niên, thưởng dự án, thưởng lương tháng 13, thưởng hiệu quả công việc vào cuối năm.,
- Trợ cấp thai sản cho nhân viên nữ.,
- Tham gia các hoạt động của công ty: teambuilding, du lịch, nghỉ dưỡng và các hoạt động khác.,
- Cơ hội onsite và làm việc với các khách hàng lớn, công nghệ tiên tiến, phát triển bản thân...,
- Cơ hội thăng tiến dựa trên năng lực tương ứng với tăng bậc và tăng lương tương xứng.,
- Được tham gia các khoá đào tạo kỹ năng mềm (tư duy logic, tư duy sáng tạo, kỹ năng giao tiếp, kỹ năng quản trị dự án, kỹ năng đàm phán…) và các lớp học tiếng Nhật, tiếng Anh",3 người,"
                Tester Mobile App onsite Phạm Hùng_LA
              ","
                Hà Nội
              ",DevWork,"Có kinh nghiệm làm test Mobile app, API, TGTT,
Có kinh nghiệm làm bank, Tài chính, chứng khoán, ví,... các dự án tối thiểu từ nửa năm trở lên,
Đọc hiểu tài liệu tiếng Anh,
Có tối thiểu từ 3 năm kinh nghiệm tester, 1 năm kinh nghiệm liên quan"
Senior,"
                  Công ty Cổ phần Phần mềm Devwork
                ",2023-11-18,IT_DV_57,4 năm,https://devwork.vn/viec-lam/11861/shopify-remote-100percent,Full-time,30-50 triệu,"- Tham gia dự án của khách hàng,
- Trao đổi trực tiếp với khách hàng",IT,"- Không cần thử việc, có việc làm chính thức hưởng 100% lương,
- Cơ hội onsite và làm việc với khách hàng lớn, công nghệ tiên tiến, khả năng tự phát triển...,
- Cơ hội làm việc nhóm với nhiều chuyên gia hàng đầu trong lĩnh vực CNTT trong nước và quốc tế.,
- Cơ hội thực hiện các dự án đầy tham vọng ở nhiều quốc gia, tiếp xúc với các công nghệ mới nhất và học hỏi từ những đồng nghiệp giỏi.,
- Làm việc trong môi trường trẻ, năng động, hiện đại và đa văn hóa; Các hoạt động truyền thông, sự kiện vào các ngày lễ diễn ra thường xuyên.,
- Cơ hội thăng tiến theo năng lực với mức tăng cấp bậc và tăng lương tương ứng.,
- Được quyền tham gia các khóa đào tạo kỹ năng mềm (tư duy logic, tư duy sáng tạo, kỹ năng giao tiếp, kỹ năng quản lý dự án, kỹ năng đàm phán…) và các lớp học tiếng Nhật.,
- Và nhiều quyền lợi hấp dẫn khác...",1 người,"
                Shopify [Remote 100%]
              ","
                Tất cả địa điểm
              ",DevWork,"・ Sử dụng Shopify Plus làm CMS, xử lý các data không thể lưu vào Shopify để lưu vào GCP Cloud SQL. Run apply ở phía Cloud Run.,
・Tiếng Nhật N3+ để có thể tham gia vào các cuộc họp với KH.,
・Có kiến thức về Shopify API,
・Có kiến thức về phát triển front-end bằng GCP,
・Có kiến thức về Cloud SQL"
Middle,"
                  Công ty Cổ phần Phần mềm Devwork
                ",2023-12-21,IT_DV_58,3 năm,https://devwork.vn/viec-lam/11926/flutter-developer-(onsite-cau-giay),Full-time,20-25 triệu,"- Xây dựng phần mềm theo yêu cầu của Công ty và Khách hàng.,
- Nghiên cứu và đưa ra kết quả nghiên cứu theo yêu cầu,
- Thực hiện các nhiệm vụ khác theo sự phân công của trưởng bộ phận.",IT,"- Không cần thử việc, có việc làm chính thức hưởng 100% lương,
- Cơ hội làm việc nhóm với nhiều chuyên gia hàng đầu trong lĩnh vực CNTT trong nước và quốc tế.,
- Cơ hội thực hiện các dự án đầy tham vọng ở nhiều quốc gia, tiếp xúc với các công nghệ mới nhất và học hỏi từ những đồng nghiệp giỏi.,
- Làm việc trong môi trường trẻ, năng động, hiện đại và đa văn hóa; Các hoạt động truyền thông, sự kiện vào các ngày lễ diễn ra thường xuyên.,
- Cơ hội thăng tiến theo năng lực với mức tăng cấp bậc và tăng lương tương ứng.,
- Được quyền tham gia các khóa đào tạo kỹ năng mềm (tư duy logic, tư duy sáng tạo, kỹ năng giao tiếp, kỹ năng quản lý dự án, kỹ năng đàm phán…) và các lớp học tiếng Nhật.,
- Và nhiều quyền lợi hấp dẫn khác...",4 người,"
                Flutter Developer (Onsite Cầu Giấy)
              ","
                Hà Nội
              ",DevWork,"- 3 năm kinh nghiệm phát triển Mobile App trở lên,
- Thành thạo Flutter, đang làm dự án sử dụng Flutter trong thời gian 2~3 năm gần đây,
- Có khả năng viết unit test, thực hiện manual test.,
- Quy trình PV: 2 vòng"
Senior,"
                  Devwork Client
                ",2023-12-21,IT_DV_59,2 năm,https://devwork.vn/viec-lam/11927/remote-kotlin,Full-time,50-60 triệu,"-Thiết kế, phát triển và kiểm thử ứng dụng di động,
-Hợp tác với nhóm thiết kế để thiết kế và triển khai giao diện người dùng của ứng dụng di động,
-Hợp tác với các thành viên trong nhóm theo kế hoạch Sprint, thực hiện quá trình phát triển từ triển khai ứng dụng đến việc phát hành,
-Tiến hành cải tiến liên tục các tính năng dựa trên phản hồi từ khách hàng và các bên liên quan, giải quyết nợ kỹ thuật và các vấn đề liên quan khác,
-Môi trường hệ thống:,
・GCP（Google Cloud Platform）,
・DB：Firestore／Cloud SQL（MySQL）",IT,"- Cơ hội triển khai các dự án tham vọng ở nhiều quốc gia, tiếp xúc với những công nghệ mới nhất và học hỏi từ những đồng nghiệp giỏi.,
- Làm việc trong môi trường trẻ trung, sôi động, hiện đại và đa văn hóa. Các hoạt động truyền thông, sự kiện vào các dịp lễ diễn ra thường xuyên.,
- Được quyền tham gia các khoá đào tạo kỹ năng mềm (tư duy logic, tư duy sáng tạo, kỹ năng giao tiếp, kỹ năng quản trị dự án, kỹ năng đàm phán…) và các lớp học tiếng Nhật.,
- Lương: upto 50Man/ tháng",3 người,"
                Remote kotlin
              ","
                Tokyo
              ",DevWork,"< Bắt buộc >,
-Kinh nghiệm phát triển ứng dụng Android bằng Kotlin trên 2 năm (đặc biệt là đã từng làm việc gần đây với phát triển Android),
-Kinh nghiệm sử dụng Coroutine,
-Có khả năng giao tiếp linh hoạt,
< Lợi thế nếu có >,
-Kinh nghiệm thiết kế ứng dụng,
-Kinh nghiệm phát triển bằng Jetpack Compose,
-Kinh nghiệm phát triển bằng KMM,
-Có khả năng tích cực hơn là chủ động trong việc giải quyết các vấn đề không rõ ràng hoặc điều chỉnh,
< Thông tin khác>,
- Kiến thức liên quan cần thiết sẽ được học trước và trong suốt dự án.,
-Địa điểm làm việc: Hoàn toàn làm việc từ xa,
-Thời gian làm việc: 3 tháng ( có thể gia hạn thêm),
-Tỷ lệ làm việc: 100% (UV bắt buộc ở Nhật),
-Số lần phỏng vấn: 1-2 lần,
-Tiếng Nhật N2"
Senior,"
                  Công ty cổ phần phần mềm Luvina
                ",2023-12-21,IT_DV_60,3 năm,https://devwork.vn/viec-lam/11928/se-java,Full-time,50-70 triệu,"Tham gia phát triển các hệ thống phần mềm liên quan đến nghiệp vụ Phi nhân thọ từ Thiết kế, code, Test",IT,"-Mức lương: 550-620man/ 14 tháng lương gross ,
-Thử việc 2 tháng 85% lương,
-Thời gian làn việc: 9h00 - 18h00,
-Làm việc trong môi trường trẻ, năng động, hiện đại và đa văn hóa, các hoạt động truyền thông, sự kiện vào các ngày lễ diễn ra thường xuyên.,
-Cơ hội thăng tiến theo năng lực với mức tăng cấp bậc và tăng lương tương ứng.",1 người,"
                SE JAVA
              ","
                Tokyo
              ",DevWork,"-Tiếng nhật từ N2, khả năng giao tiếp với khách hàng tốt,
-Đang sống và làm việc tại Nhật,
-Có kinh nghiệm trên 3 năm về Java và SQL, có kinh nghiệm thiết kế chi tiết, thiết kế cơ bản.,
-Nhanh nhẹn nghiêm túc trong công việc.,
-Có thể gắn bó lâu dài với công ty, có cơ hội trở thành Key member, build team core tại Nhật và mở rộng dự án về cho team offshore"
Senior,"
                  Công ty Cổ phần Phần mềm Devwork
                ",2023-12-22,IT_DV_61,5 năm,https://devwork.vn/viec-lam/11929/python-team-lead-(onsite-trung-kinh),Full-time,35-40 triệu,"Xây dựng, vận hành và phát triển ứng dụng web,
Phân tích các yêu cầu hệ thống và triển khai API,
Tham gia khắc phục sự cố và các vấn đề cụ thể của dự án.,
Thiết kế và triển khai các ứng dụng có độ trễ thấp, tính sẵn sàng cao và hoạt động hiệu quả,
Phối hợp với các bộ phận để giải quyết các yêu cầu của người dùng,
Thực hiện bảo mật và bảo vệ dữ liệu",IT,"- Không cần thử việc, có việc làm chính thức hưởng 100% lương,
- Trợ cấp 100k/ngày,
- Cơ hội làm việc nhóm với nhiều chuyên gia hàng đầu trong lĩnh vực CNTT trong nước và quốc tế.,
- Cơ hội thực hiện các dự án đầy tham vọng ở nhiều quốc gia, tiếp xúc với các công nghệ mới nhất và học hỏi từ những đồng nghiệp giỏi.,
- Làm việc trong môi trường trẻ, năng động, hiện đại và đa văn hóa; Các hoạt động truyền thông, sự kiện vào các ngày lễ diễn ra thường xuyên.,
- Cơ hội thăng tiến theo năng lực với mức tăng cấp bậc và tăng lương tương ứng.,
- Được quyền tham gia các khóa đào tạo kỹ năng mềm (tư duy logic, tư duy sáng tạo, kỹ năng giao tiếp, kỹ năng quản lý dự án, kỹ năng đàm phán…) và các lớp học tiếng Nhật.,
- Và nhiều quyền lợi hấp dẫn khác...",1 người,"
                Python Team Lead (Onsite Trung Kính)
              ","
                Hà Nội
              ",DevWork,"Có 5 năm kinh nghiệm làm việc Python web development trong đó có ít nhất 2 năm kinh nghiệm ở vai trò team lead,
- Thành thạo Django hoặc Python web frameworks khác như Fast API, Flask,
- Có kinh nghiệm xử lý async job/ background job: Celery, …. message broker: SQS, Kafka,
- Sử dụng thành thạo Docker ,
- Nắm rõ  CI/CD, git workflow, quy trình deploy lên các môi trường cũng như kiến thức về Cloud Infra (AWS Lambda, SES, SQS, S3…),
- Khả năng quản lý team (phân chia công việc, theo dõi tiến độ và điều chỉnh khi cần thiết)"
Senior,"
                  Công ty Cổ phần Phần mềm Devwork
                ",2023-12-30,IT_DV_62,4 năm,https://devwork.vn/viec-lam/11956/android-kotlin-onsite-cau-giay,Full-time,25-35 triệu,"- Xây dựng phần mềm theo yêu cầu của Công ty và Khách hàng.,
- Nghiên cứu và đưa ra kết quả nghiên cứu theo yêu cầu,
- Thực hiện các nhiệm vụ khác theo sự phân công của trưởng bộ phận.",IT,"- Không cần thử việc, có việc làm chính thức hưởng 100% lương,
- Cơ hội làm việc nhóm với nhiều chuyên gia hàng đầu trong lĩnh vực CNTT trong nước và quốc tế.,
- Cơ hội thực hiện các dự án đầy tham vọng ở nhiều quốc gia, tiếp xúc với các công nghệ mới nhất và học hỏi từ những đồng nghiệp giỏi.,
- Làm việc trong môi trường trẻ, năng động, hiện đại và đa văn hóa; Các hoạt động truyền thông, sự kiện vào các ngày lễ diễn ra thường xuyên.,
- Cơ hội thăng tiến theo năng lực với mức tăng cấp bậc và tăng lương tương ứng.,
- Được quyền tham gia các khóa đào tạo kỹ năng mềm (tư duy logic, tư duy sáng tạo, kỹ năng giao tiếp, kỹ năng quản lý dự án, kỹ năng đàm phán…) và các lớp học tiếng Nhật.,
- Và nhiều quyền lợi hấp dẫn khác...",4 người,"
                Android kotlin onsite Cầu Giấy
              ","
                Hà Nội
              ",DevWork,"- Có từ 3 đến 4 năm KN với Android Kotlin ,
- Thành thạo Jetpack Libraries, Jetpack Compose, Clean Architecture,
Ưu tiên: ,
- Có tiếng anh giao tiếp tốt ,
- Có kinh nghiệm làm AAOS-Android Automotive OS"
Middle,"
                  Công ty Cổ phần Phần mềm Devwork
                ",2023-12-30,IT_DV_63,3 năm,https://devwork.vn/viec-lam/11955/se-.net-developer-onsite-trung-kinh,Full-time,10-20 triệu,"- Xây dựng phần mềm theo yêu cầu của Công ty và Khách hàng.,
- Nghiên cứu và đưa ra kết quả nghiên cứu theo yêu cầu,
- Thực hiện các nhiệm vụ khác theo sự phân công của trưởng bộ phận.",IT,"- Không cần thử việc, có việc làm chính thức hưởng 100% lương,
- Cơ hội làm việc nhóm với nhiều chuyên gia hàng đầu trong lĩnh vực CNTT trong nước và quốc tế.,
- Cơ hội thực hiện các dự án đầy tham vọng ở nhiều quốc gia, tiếp xúc với các công nghệ mới nhất và học hỏi từ những đồng nghiệp giỏi.,
- Làm việc trong môi trường trẻ, năng động, hiện đại và đa văn hóa; Các hoạt động truyền thông, sự kiện vào các ngày lễ diễn ra thường xuyên.,
- Cơ hội thăng tiến theo năng lực với mức tăng cấp bậc và tăng lương tương ứng.,
- Được quyền tham gia các khóa đào tạo kỹ năng mềm (tư duy logic, tư duy sáng tạo, kỹ năng giao tiếp, kỹ năng quản lý dự án, kỹ năng đàm phán…) và các lớp học tiếng Nhật.,
- Và nhiều quyền lợi hấp dẫn khác...",5 người,"
                SE .Net Developer onsite Trung Kính
              ","
                Hà Nội
              ",DevWork,"- Có 2 đến 3 năm kinh nghiêm với .Net ,
- Thành thạo máy chủ MySQL,
- Thành thạo logical design"
Senior,"
                  Công ty Cổ phần Phần mềm Devwork
                ",2023-12-22,IT_DV_64,4 năm,https://devwork.vn/viec-lam/11931/frontend-techlead-(vuejs)-onsite-trung-kinh_la,Full-time,30-40 triệu,"- Thiết kế và phát triển các dịch vụ hoặc tính năng mới cho các sản phẩm IT.,
- Đóng góp ý tưởng về thiết kế cho các sản phẩm.,
- Khắc phục sự cố và hoàn thiện sản phẩm.,
- Làm hệ thống quản lý sản phẩm, thiết bị của công ty và qly hợp đồng cho thuê thiết bị.,
- Chi tiết công việc sẽ được trao đổi khi phỏng vấn.",IT,"- Không cần thử việc, có việc làm chính thức hưởng 100% lương,
- Cơ hội onsite và làm việc với khách hàng lớn, công nghệ tiên tiến, khả năng tự phát triển...,
- Cơ hội làm việc nhóm với nhiều chuyên gia hàng đầu trong lĩnh vực CNTT trong nước và quốc tế.,
- Cơ hội thực hiện các dự án đầy tham vọng ở nhiều quốc gia, tiếp xúc với các công nghệ mới nhất và học hỏi từ những đồng nghiệp giỏi.,
- Làm việc trong môi trường trẻ, năng động, hiện đại và đa văn hóa; Các hoạt động truyền thông, sự kiện vào các ngày lễ diễn ra thường xuyên.,
- Cơ hội thăng tiến theo năng lực với mức tăng cấp bậc và tăng lương tương ứng.,
- Được quyền tham gia các khóa đào tạo kỹ năng mềm (tư duy logic, tư duy sáng tạo, kỹ năng giao tiếp, kỹ năng quản lý dự án, kỹ năng đàm phán…) và các lớp học tiếng Nhật.,
- Và nhiều quyền lợi hấp dẫn khác...",1 người,"
                Frontend Techlead (VueJS) onsite Trung Kính_LA
              ","
                Hà Nội
              ",DevWork,"- Có trên 4 năm kinh nghiệm lập trình VueJS,
- Có kinh nghiệm leader và quản lý team từ 2+ trở lên ,
- Thành thạo HTML5, CSS3, JS."
Senior,"
                  Công ty Cổ phần Phần mềm Devwork
                ",2023-12-30,IT_DV_65,3 năm,https://devwork.vn/viec-lam/11957/qa-automation-test-hybrid,Full-time,15-25 triệu,"- Xây dựng phần mềm theo yêu cầu của Công ty và Khách hàng.,
- Nghiên cứu và đưa ra kết quả nghiên cứu theo yêu cầu,
- Thực hiện các nhiệm vụ khác theo sự phân công của trưởng bộ phận.",IT,"- Không cần thử việc, có việc làm chính thức hưởng 100% lương,
- Cơ hội làm việc nhóm với nhiều chuyên gia hàng đầu trong lĩnh vực CNTT trong nước và quốc tế.,
- Cơ hội thực hiện các dự án đầy tham vọng ở nhiều quốc gia, tiếp xúc với các công nghệ mới nhất và học hỏi từ những đồng nghiệp giỏi.,
- Làm việc trong môi trường trẻ, năng động, hiện đại và đa văn hóa; Các hoạt động truyền thông, sự kiện vào các ngày lễ diễn ra thường xuyên.,
- Cơ hội thăng tiến theo năng lực với mức tăng cấp bậc và tăng lương tương ứng.,
- Được quyền tham gia các khóa đào tạo kỹ năng mềm (tư duy logic, tư duy sáng tạo, kỹ năng giao tiếp, kỹ năng quản lý dự án, kỹ năng đàm phán…) và các lớp học tiếng Nhật.,
- Và nhiều quyền lợi hấp dẫn khác...",1 người,"
                QA Automation Test-Hybrid
              ","
                Hà Nội
              ",DevWork,"- Có từ 3 năm KN test với QA automation test,
- Có kinh nghiệm auto test cho App, iOS, Web. ,
- Có kinh nghiệm sử dụng tool test auto như browserstack or tool tương tự.,
- Tiếng anh đọc hiểu"
Senior,"
                  Công ty Cổ phần Phần mềm Devwork
                ",2023-12-30,IT_DV_66,5 năm,https://devwork.vn/viec-lam/11958/fullstack-developer-remote_hcn,Full-time,30-40 triệu,"We need one Senior Full-stack Developer who leans more on the front end. ,
This person will take the lead customer UI/UX team and then collaborate with the Backend team on the development workflow.",IT,"- No need to try a job, get an official job with 100% salary,
- Opportunities onsite and working with big customers, advanced technology, self-development...,
- The opportunity to work in groups with many leading experts in the field of domestic and international IT.,
- Opportunity to implement ambitious projects in many countries, exposure to the latest technologies and learn from good colleagues.,
- Working in a young, vibrant, modern and multicultural environment; Communication activities and events on holidays take place regularly.,
- Opportunity for advancement based on ability with corresponding increase in rank and salary increase.,
- Have the right to participate in soft skills training courses (logical thinking, creative thinking, communication skills, project management skills, negotiation skills…) and Japanese language classes.,
- And many other attractive benefits...",1 người,"
                Fullstack Developer Remote_HCN
              ","
                Tất cả địa điểm
              ",DevWork,"- Have 5 years of experience in Fullstack Development,
- Experiences of Backend development by PHP/NodeJS,
- Experiences of Frontend development by ReactJS, Angular, VueJS.,
- Strong understanding of UI/UX,
- Strong ability to lead and manage team,
- Fluent English Communication"
Middle,"
                  Appota
                ",2023-08-24,IT_DV_67,2 năm,https://devwork.vn/viec-lam/11570/sale-leader-(ota-network),Full-time,10-15 triệu,"Lập và triển khai kế hoạch kinh doanh, bán các gói dịch vụ về nền tảng nội dung số của công ty,
Trao đổi, đàm phán thuyết phục khách hàng ký kết hợp đồng,
Xây dựng và giữ mối quan hệ tốt với các đối tác, đảm bảo các yêu cầu công việc được thực hiện đầy đủ theo thỏa thuận,
Quản lý, phát triển đội nhóm nhằm đạt mục tiêu doanh số đề ra,
Đề xuất các ý tưởng kinh doanh phù hợp với thị trường,
Báo cáo công việc theo tuần, tháng, quý và thực hiện các công việc khác được giao",IT,"Mức lương cạnh tranh và tương xứng với kinh nghiệm; xét điều chỉnh lương 6 tháng/lần;,
Gói phúc lợi đặc biệt dành cho cấp quản lý,
Ăn sáng, chiều FREE tại công ty; tham gia câu lạc bộ Tiếng Anh, Yoga hàng tuần,
Được hưởng Bảo hiểm xã hội, Bảo hiểm y tế, Bảo hiểm thất nghiệp theo chế độ nhà nước ban hành;,
Cơ hội được học hỏi, trao quyền, phát triển bản thân trong môi trường trẻ, năng động và sáng tạo,,
Cơ hội tham dự các buổi Master Talk, CEO Talk với sự giao lưu chia sẻ kinh nghiệm của các chuyên gia và CEO hàng đầu trong cùng lĩnh vực;,
Được thường xuyên tham gia các hoạt động teambuilding, hoạt động văn hóa tinh thần cho anh em trong công ty;,
Thưởng các ngày lễ tết, thưởng dự án, thưởng KPI, hiệu suất công việc hàng tháng...,
Được phát triển các dự án lớn với hàng triệu người dùng và hệ sinh thái đa dạng,
Môi trường cực kỳ năng động, vui vẻ và thoải mái. Nơi các bạn được thỏa sức sáng tạo và thể hiện đam mê, phát triển bản thân.,
THỜI GIAN LÀM VIỆC: ,
Làm việc Full-time tại tòa nhà LE Building, số 11 ngõ 71 Láng Hạ, Ba Đình, Hà Nội,
Thời gian: 08:30-12:00: 13:30-18:00 từ thứ 2-6 và hai thứ 7/tháng",1 người,"
                Sale Leader (OTA Network)
              ","
                Hà Nội
              ",DevWork,"Có kinh nghiệm BD, Sales tại các MCN, Agency hoặc mảng ngành tương đương từ 2 năm trở lên,
Thành thục các kỹ năng liên quan đến phát triển kinh doanh như đàm phán, quản lý đối tác, giao tiếp, xử lý vấn đề,...,
Có kiến thức vững chắc về nền tảng sáng tạo nội dung, viral video, xu hướng phát triển nền tảng giải trí,..,
Có network rộng với các nhãn hàng, brands, agency,..,
Có khả năng quản lý và dẫn dắt đội nhóm (ưu tiên),
Khả năng bám đuổi bám đuổi mục tiêu,
Chủ động, thích ứng nhanh với thay đổi và môi trường mới,
Tiếng anh: nghe, nói, đọc, viết tốt"
